Supplier_ID,Fabric_Trim,Fabric_Rib,Fabric_Body,Fabric_CollarCuff,Sewing_Trims,Packing_Trims,Interlining,Threads,Color_Sets_Count,Unit_Count,Order_Value_USD,Delay_Penalty_USD_Per_Day,Shipping_Cost_USD,Order_Priority,Order_ID,Delivery_Status,Forwarder,Mill_Source
SUP-008,1069.0,755.0,712.0,589.0,2068.0,483.0,83.0,1488.0,7.0,7948.0,87428.0,874.28,1500.0,Low,ORD-20260625-H5587,On-Time,Gemadept,Internal
SUP-005,1067.0,366.0,415.0,950.0,2381.0,1101.0,147.0,3447.0,2.0,13452.0,188328.0,1883.28,1500.0,Low,ORD-20260625-H5588,On-Time,Gemadept,Internal
SUP-015,687.0,71.0,3531.0,256.0,296.0,116.0,1283.0,1575.0,10.0,3488.0,38368.0,383.68,10000.0,Low,ORD-20260625-H5589,On-Time,DHL,Internal
SUP-004,316.0,612.0,2372.0,601.0,1974.0,1493.0,365.0,4479.0,7.0,13437.0,188118.0,1881.18,2800.0,high,ORD-20260625-H5590,On-Time,Wanhai,Outsource
SUP-002,137.0,375.0,3353.0,985.0,1834.0,1971.0,1393.0,4173.0,1.0,11081.0,144053.0,1440.53,10000.0,Low,ORD-20260625-H5591,On-Time,DHL,Internal
SUP-002,504.0,742.0,1906.0,720.0,2683.0,1189.0,759.0,4794.0,3.0,2087.0,25044.0,250.44,1500.0,Medium,ORD-20260625-H5592,On-Time,Gemadept,Internal
SUP-012,1221.0,538.0,2306.0,773.0,1037.0,985.0,1329.0,3464.0,7.0,8760.0,113880.0,1138.8,10000.0,High,ORD-20260625-H5593,On-Time,DHL,Internal
SUP-014,806.0,382.0,1767.0,594.0,2294.0,1236.0,454.0,1199.0,3.0,1598.0,14382.0,143.82,1500.0,Medium,ORD-20260625-H5594,On-Time,Gemadept,Both
SUP-006,480.0,64.0,2408.0,504.0,2721.0,1539.0,665.0,2242.0,2.0,11825.0,141900.0,1419.0,4500.0,Low,ORD-20260625-H5595,On-Time,O.N.E,Both
SUP-002,960.0,846.0,2531.0,260.0,129.0,170.0,931.0,1244.0,5.0,10109.0,70763.0,707.63,4500.0,High,ORD-20260625-H5596,On-Time,ONE,Outsource
SUP-005,291.0,397.0,2353.0,976.0,2254.0,2048.0,1262.0,3605.0,3.0,10998.0,87984.0,879.84,2800.0,Low,ORD-20260625-H5597,On-Time,Wanhai,Outsource
SUP-009,751.0,808.0,1328.0,716.0,1801.0,543.0,883.0,5093.0,9.0,8612.0,68896.0,688.96,4500.0,Low,ORD-20260625-H5598,On-Time,ONE,Internal
SUP-013,951.0,431.0,3710.0,790.0,489.0,2630.0,904.0,5888.0,7.0,14243.0,142430.0,1424.3,4500.0,High,ORD-20260625-H5599,On-Time,ONE,Internal
SUP-004,790.0,790.0,4523.0,760.0,2553.0,2664.0,1461.0,1278.0,1.0,8612.0,77508.0,775.08,2800.0,Low,ORD-20260625-H5600,On-Time,Wanhai,Outsource
SUP-011,115.0,161.0,3853.0,242.0,1244.0,1493.0,1216.0,5321.0,1.0,14757.0,88542.0,885.42,2800.0,Medium,ORD-20260625-H5601,On-Time,Wanhai,outsourced
SUP-006,1021.0,277.0,2565.0,118.0,2731.0,2464.0,1295.0,4599.0,6.0,7527.0,90324.0,903.24,1500.0,Medium,ORD-20260625-H5602,On-Time,Gemadept_Port,Internal
SUP-014,427.0,,3121.0,778.0,446.0,2845.0,489.0,1757.0,4.0,14351.0,215265.0,2152.65,4500.0,Medium,ORD-20260625-H5603,On-Time,ONE,Internal
SUP-004,437.0,933.0,4767.0,576.0,2944.0,820.0,581.0,5460.0,1.0,8843.0,61901.0,619.01,2800.0,high,ORD-20260625-H5604,On-Time,Wanhai,Internal
SUP-015,830.0,56.0,1279.0,930.0,218.0,330.0,1353.0,2336.0,9.0,4434.0,57642.0,576.42,1500.0,Low,ORD-20260625-H5605,Late,Gemadept,Outsource
SUP-008,258.0,960.0,3711.0,292.0,619.0,963.0,826.0,3127.0,2.0,14990.0,134910.0,1349.1,1500.0,High,ORD-20260625-H5606,On-Time,Gemadept,Outsource
SUP-007,1488.0,64.0,2941.0,418.0,1338.0,662.0,1321.0,2034.0,1.0,8695.0,130425.0,1304.25,10000.0,High,ORD-20260625-H5607,On-Time,DHL,Outsource
SUP-014,65.0,939.0,3220.0,536.0,2880.0,868.0,165.0,5303.0,3.0,4383.0,43830.0,438.3,4500.0,High,ORD-20260625-H5608,On-Time,ONE,Outsource
SUP-014,1370.0,651.0,428.0,449.0,2227.0,2955.0,454.0,4600.0,10.0,9310.0,83790.0,837.9,10000.0,Medium,ORD-20260625-H5609,On-Time,DHL,Internal
SUP-001,1035.0,65.0,370.0,542.0,2566.0,2677.0,1328.0,4019.0,1.0,12163.0,109467.0,1094.67,2800.0,Low,ORD-20260625-H5610,On-Time,Wanhai,outsourced
SUP-013,1293.0,671.0,494.0,979.0,683.0,389.0,346.0,5484.0,4.0,9994.0,109934.0,1099.34,1500.0,low,ORD-20260625-H5611,On-Time,Gemadept,Internal
SUP-014,416.0,584.0,4484.0,367.0,2859.0,1341.0,950.0,5683.0,4.0,11231.0,112310.0,1123.1,1500.0,Medium,ORD-20260625-H5612,On-Time,Gemadept,Outsource
SUP-010,829.0,320.0,625.0,929.0,1808.0,2247.0,607.0,4579.0,6.0,1927.0,21197.0,211.97,1500.0,High,ORD-20260625-H5613,On-Time,Gemadept,Internal
SUP-010,1302.0,307.0,1118.0,570.0,1412.0,2296.0,383.0,2243.0,3.0,5147.0,36029.0,360.29,4500.0,Low,ORD-20260625-H5614,On-Time,ONE,Internal
SUP-011,489.0,805.0,3453.0,470.0,2381.0,494.0,1144.0,,9.0,2838.0,17028.0,170.28,10000.0,Low,ORD-20260625-H5615,On-Time,DHL,Internal
SUP-013,739.0,288.0,698.0,970.0,2408.0,475.0,1015.0,4154.0,6.0,14527.0,,1162.16,10000.0,High,ORD-20260625-H5616,On-Time,DHL,Internal
SUP-002,1109.0,919.0,3009.0,61.0,2081.0,2249.0,108.0,1668.0,7.0,1446.0,21690.0,216.9,2800.0,Low,ORD-20260625-H5617,On-Time,Wanhai_Inc,Both
SUP-012,896.0,810.0,1025.0,734.0,2804.0,1750.0,765.0,,6.0,7036.0,91468.0,914.68,10000.0,Medium,ORD-20260625-H5618,On-Time,DHL,Internal
SUP-010,471.0,81.0,3979.0,113.0,1145.0,881.0,1055.0,3648.0,9.0,7888.0,47328.0,473.28,10000.0,High,ORD-20260625-H5619,On-Time,DHL,Internal
SUP-007,1262.0,585.0,2058.0,505.0,2225.0,2239.0,1124.0,3767.0,2.0,6970.0,90610.0,906.1,4500.0,Medium,ORD-20260625-H5620,On-Time,ONE,Internal
SUP-014,1251.0,989.0,2318.0,536.0,841.0,2074.0,65.0,3094.0,8.0,1159.0,8113.0,81.13,10000.0,High,ORD-20260625-H5621,On-Time,DHL,Outsource
SUP-009,657.0,970.0,345.0,583.0,771.0,2558.0,100.0,4135.0,5.0,3797.0,56955.0,569.55,4500.0,Medium,ORD-20260625-H5622,On-Time,ONE,Internal
SUP-013,1388.0,600.0,4765.0,169.0,1871.0,505.0,1201.0,3210.0,2.0,2825.0,25425.0,254.25,1500.0,Critcal,ORD-20260625-H5623,On-Time,Gemadept,Internal
SUP-010,69.0,261.0,3777.0,736.0,1785.0,2168.0,1243.0,4063.0,7.0,13723.0,109784.0,1097.84,10000.0,Low,ORD-20260625-H5624,On-Time,DHL,Internal
SUP-010,725.0,955.0,392.0,831.0,2177.0,2779.0,1038.0,,5.0,5433.0,32598.0,325.98,1500.0,High,ORD-20260625-H5625,On-Time,Gemadept,Internal
SUP-001,431.0,801.0,4088.0,518.0,2585.0,1531.0,1253.0,5747.0,8.0,9458.0,122954.0,1229.54,1500.0,Low,ORD-20260625-H5626,On-Time,Gemadept_Port,Internal
SUP-015,658.0,783.0,251.0,390.0,1796.0,2166.0,787.0,944.0,10.0,5426.0,32556.0,325.56,4500.0,high,ORD-20260625-H5627,On-Time,ONE,Internal
SUP-006,192.0,373.0,2610.0,1000.0,162.0,1659.0,955.0,756.0,6.0,11235.0,134820.0,1348.2,1500.0,Low,ORD-20260625-H5628,On-Time,Gemadept,Internal
SUP-010,111.0,815.0,2020.0,718.0,1553.0,2300.0,377.0,4000.0,7.0,3897.0,31176.0,311.76,4500.0,Medium,ORD-20260625-H5629,On-Time,ONE,Internal
SUP-003,1315.0,987.0,3164.0,504.0,256.0,400.0,981.0,,1.0,14696.0,117568.0,1175.68,1500.0,Medium,ORD-20260625-H5630,On-Time,Gemadept,Internal
SUP-014,287.0,995.0,2721.0,684.0,2716.0,1999.0,350.0,2051.0,2.0,3983.0,55762.0,557.62,1500.0,Medium,ORD-20260625-H5631,On-Time,Gemadept,Internal
SUP-015,1204.0,882.0,2069.0,402.0,876.0,512.0,1324.0,2619.0,9.0,4840.0,62920.0,629.2,1500.0,Low,ORD-20260625-H5632,On-Time,Gemadept,Internal
SUP-005,1196.0,90.0,2768.0,647.0,2401.0,2349.0,567.0,2556.0,7.0,2064.0,30960.0,309.6,10000.0,High,ORD-20260625-H5633,On-Time,DHL,Both
SUP-007,976.0,854.0,2067.0,680.0,2003.0,2134.0,311.0,5678.0,7.0,1469.0,11752.0,117.52,1500.0,High,ORD-20260625-H5634,Late,Gemadept,Outsource
SUP-002,391.0,432.0,2938.0,751.0,1450.0,2286.0,140.0,4064.0,4.0,13742.0,192388.0,1923.88,1500.0,Medium,ORD-20260625-H5635,On-Time,Gemadept,Internal
SUP-004,1492.0,631.0,3469.0,211.0,2346.0,1915.0,243.0,4397.0,4.0,5469.0,60159.0,601.59,1500.0,Medium,ORD-20260625-H5636,On-Time,Gemadept,Internal
SUP-010,504.0,80.0,3399.0,764.0,1438.0,2171.0,1402.0,2083.0,3.0,5048.0,40384.0,403.84,10000.0,Medium,ORD-20260625-H5637,On-Time,DHL,Outsource
SUP-014,1271.0,634.0,2779.0,855.0,105.0,2159.0,1137.0,4497.0,10.0,2328.0,27936.0,279.36,10000.0,Medium,ORD-20260625-H5638,On-Time,D.H.L,Internal
SUP-011,331.0,471.0,4205.0,240.0,1379.0,2282.0,1367.0,4043.0,4.0,13939.0,125451.0,1254.51,4500.0,Medium,ORD-20260625-H5639,On-Time,ONE,Outsource
SUP-014,,412.0,440.0,66.0,2002.0,2228.0,275.0,4328.0,10.0,7848.0,86328.0,863.28,2800.0,Low,ORD-20260625-H5640,Late,Wanhai,Outsource
SUP-014,1074.0,650.0,3640.0,146.0,920.0,1478.0,494.0,217.0,6.0,14762.0,103334.0,1033.34,10000.0,High,ORD-20260625-H5641,On-Time,DHL,Internal
SUP-012,772.0,548.0,4831.0,822.0,1443.0,1193.0,383.0,5167.0,3.0,8738.0,122332.0,1223.32,1500.0,Medium,ORD-20260625-H5642,On-Time,Gemadept,Outsource
SUP-014,1405.0,324.0,1607.0,746.0,2123.0,1327.0,1136.0,871.0,10.0,14291.0,114328.0,1143.28,4500.0,High,ORD-20260625-H5643,On-Time,ONE,Internal
SUP-011,1285.0,210.0,3702.0,26.0,2395.0,690.0,546.0,1338.0,8.0,2157.0,32355.0,323.55,4500.0,Critical,ORD-20260625-H5644,On-Time,ONE,Outsource
SUP-001,136.0,743.0,4238.0,715.0,103.0,810.0,1406.0,,1.0,3619.0,32571.0,325.71,2800.0,Low,ORD-20260625-H5645,On-Time,Wanhai,Internal
SUP-012,714.0,97.0,282.0,135.0,2660.0,896.0,1064.0,360.0,6.0,2335.0,32690.0,326.9,2800.0,Medium,ORD-20260625-H5646,On-Time,Wanhai,Internal
SUP-004,911.0,577.0,3968.0,583.0,2985.0,1711.0,294.0,3561.0,2.0,11772.0,141264.0,1412.64,4500.0,Medium,ORD-20260625-H5647,On-Time,ONE,Internal
SUP-003,,,1150.0,385.0,2653.0,830.0,113.0,4614.0,1.0,12082.0,84574.0,845.74,4500.0,Low,ORD-20260625-H5648,On-Time,O.N.E,Internal
SUP-003,846.0,908.0,810.0,65.0,130.0,1959.0,854.0,4757.0,4.0,1193.0,7158.0,71.58,4500.0,Medium,ORD-20260625-H5649,On-Time,ONE,Internal
SUP-001,144.0,544.0,4869.0,412.0,1956.0,2424.0,981.0,1782.0,6.0,4966.0,59592.0,595.92,2800.0,Low,ORD-20260625-H5650,On-Time,Wanhai,Internal
SUP-004,835.0,759.0,3805.0,973.0,1752.0,2196.0,1339.0,2185.0,7.0,13947.0,97629.0,976.29,2800.0,Medium,ORD-20260625-H5651,On-Time,Wanhai,Outsource
SUP-014,1220.0,320.0,4754.0,42.0,1398.0,709.0,211.0,3156.0,1.0,6395.0,70345.0,703.45,4500.0,Medium,ORD-20260625-H5652,On-Time,ONE,Internal
SUP-004,1319.0,968.0,3483.0,150.0,808.0,2440.0,1118.0,251.0,3.0,11334.0,124674.0,1246.74,4500.0,Low,ORD-20260625-H5653,On-Time,O.N.E,Outsource
SUP-014,1010.0,36.0,2373.0,146.0,985.0,1567.0,74.0,2865.0,6.0,7461.0,74610.0,746.1,4500.0,Medium,ORD-20260625-H5654,On-Time,O.N.E,Both
SUP-008,346.0,834.0,3684.0,464.0,1300.0,1658.0,349.0,4905.0,6.0,8703.0,60921.0,609.21,4500.0,medium,ORD-20260625-H5655,On-Time,O.N.E,Internal
SUP-007,1196.0,593.0,1722.0,796.0,2079.0,2619.0,1298.0,1944.0,10.0,7101.0,99414.0,994.14,2800.0,Medium,ORD-20260625-H5656,On-Time,Wanhai_Inc,Internal
SUP-014,743.0,453.0,2801.0,328.0,847.0,1261.0,123.0,1163.0,6.0,6305.0,37830.0,378.3,2800.0,Low,ORD-20260625-H5657,On-Time,Wanhai,Outsource
SUP-004,448.0,62.0,2857.0,727.0,2226.0,329.0,1189.0,4518.0,7.0,3096.0,46440.0,464.4,4500.0,Medium,ORD-20260625-H5658,On-Time,ONE,Outsource
SUP-012,995.0,87.0,2359.0,452.0,2390.0,2985.0,201.0,3910.0,7.0,12472.0,74832.0,748.32,4500.0,Low,ORD-20260625-H5659,On-Time,O.N.E,Internal
SUP-001,1304.0,399.0,2649.0,492.0,600.0,1528.0,630.0,5132.0,10.0,11465.0,80255.0,802.55,4500.0,Low,ORD-20260625-H5660,On-Time,ONE,Internal
SUP-008,583.0,231.0,4030.0,985.0,304.0,456.0,1164.0,,8.0,14492.0,188396.0,1883.96,2800.0,medium,ORD-20260625-H5661,On-Time,Wanhai,internel
SUP-010,451.0,222.0,321.0,67.0,1583.0,640.0,1362.0,2759.0,2.0,4850.0,48500.0,485.0,4500.0,Medium,ORD-20260625-H5662,On-Time,ONE,Internal
SUP-012,179.0,745.0,4568.0,910.0,1506.0,2974.0,141.0,2377.0,10.0,2413.0,19304.0,193.04,10000.0,Critical,ORD-20260625-H5663,On-Time,DHL,Internal
SUP-013,341.0,128.0,1517.0,101.0,2870.0,1035.0,921.0,2955.0,1.0,6050.0,54450.0,544.5,10000.0,Low,ORD-20260625-H5664,On-Time,D.H.L,internel
SUP-001,325.0,987.0,4693.0,128.0,432.0,1734.0,796.0,1267.0,10.0,7066.0,63594.0,635.94,10000.0,High,ORD-20260625-H5665,On-Time,DHL,Internal
SUP-006,961.0,303.0,2718.0,282.0,2750.0,2961.0,1460.0,2029.0,7.0,14488.0,202832.0,2028.32,1500.0,medium,ORD-20260625-H5666,Late,Gemadept,Outsource
SUP-015,1449.0,960.0,1430.0,886.0,265.0,2792.0,1488.0,4483.0,1.0,2622.0,26220.0,262.2,4500.0,Medium,ORD-20260625-H5667,On-Time,O.N.E,Outsource
SUP-010,975.0,956.0,1333.0,50.0,2308.0,626.0,877.0,4539.0,2.0,1495.0,13455.0,134.55,2800.0,Medium,ORD-20260625-H5668,On-Time,Wanhai,Outsource
SUP-003,104.0,625.0,1501.0,377.0,105.0,1228.0,1245.0,1122.0,1.0,13400.0,160800.0,1608.0,1500.0,Medium,ORD-20260625-H5669,On-Time,Gemadept,Internal
SUP-006,788.0,244.0,4234.0,587.0,2352.0,722.0,734.0,1750.0,1.0,10974.0,120714.0,1207.14,10000.0,High,ORD-20260625-H5670,On-Time,DHL,Both
SUP-014,1099.0,756.0,2110.0,499.0,631.0,2998.0,421.0,3182.0,3.0,9312.0,65184.0,651.84,4500.0,low,ORD-20260625-H5671,On-Time,O.N.E,Internal
SUP-007,814.0,770.0,1705.0,886.0,1800.0,523.0,1309.0,2244.0,4.0,14230.0,128070.0,19210.5,4500.0,Medium,ORD-20260625-H5672,On-Time,ONE,Outsource
SUP-002,1270.0,,3385.0,208.0,2192.0,2770.0,1115.0,3181.0,5.0,4884.0,39072.0,390.72,1500.0,Medium,ORD-20260625-H5673,Late,Gemadept,Outsource
SUP-003,691.0,951.0,2116.0,24.0,556.0,1998.0,1222.0,4614.0,5.0,8216.0,115024.0,1150.24,1500.0,Low,ORD-20260625-H5674,On-Time,Gemadept,Internal
SUP-005,,,3748.0,305.0,326.0,1978.0,849.0,1797.0,2.0,12431.0,136741.0,1367.41,2800.0,Low,ORD-20260625-H5675,On-Time,Wanhai,Outsource
SUP-001,773.0,,2957.0,809.0,2146.0,103.0,774.0,5909.0,3.0,5313.0,37191.0,371.91,2800.0,High,ORD-20260625-H5676,On-Time,Wanhai,internel
SUP-010,1263.0,820.0,2156.0,676.0,2199.0,568.0,660.0,2521.0,8.0,1776.0,17760.0,177.6,1500.0,High,ORD-20260625-H5677,On-Time,Gemadept,Internal
SUP-015,851.0,300.0,378.0,413.0,1842.0,763.0,169.0,5058.0,2.0,3823.0,42053.0,420.53,1500.0,Medium,ORD-20260625-H5678,On-Time,Gemadept,Internal
SUP-003,787.0,510.0,1096.0,474.0,570.0,637.0,590.0,2221.0,4.0,12696.0,,761.76,1500.0,Medium,ORD-20260625-H5679,On-Time,Gemadept_Port,Outsource
SUP-012,807.0,38.0,1751.0,727.0,996.0,1997.0,97.0,1517.0,7.0,9371.0,140565.0,1405.65,10000.0,Critcal,ORD-20260625-H5680,On-Time,DHL,Both
SUP-005,616.0,194.0,691.0,445.0,1420.0,2507.0,1459.0,3675.0,9.0,13781.0,151591.0,1515.91,4500.0,Low,ORD-20260625-H5681,On-Time,ONE,Outsource
SUP-005,1349.0,488.0,260.0,46.0,2761.0,2667.0,850.0,3755.0,3.0,1755.0,14040.0,140.4,2800.0,Medium,ORD-20260625-H5682,On-Time,Wanhai,Both
SUP-001,1482.0,637.0,1277.0,146.0,2659.0,1196.0,1201.0,4497.0,3.0,2419.0,31447.0,314.47,10000.0,High,ORD-20260625-H5683,On-Time,DHL,Both
SUP-009,389.0,820.0,3095.0,154.0,2933.0,2085.0,1058.0,1757.0,7.0,9800.0,98000.0,980.0,2800.0,Low,ORD-20260625-H5684,On-Time,Wanhai,Internal
SUP-001,202.0,779.0,4360.0,554.0,1764.0,2215.0,88.0,3998.0,8.0,10708.0,117788.0,1177.88,10000.0,Medium,ORD-20260625-H5685,On-Time,DHL,Internal
SUP-015,1471.0,854.0,3883.0,350.0,1625.0,1990.0,522.0,1269.0,4.0,10926.0,98334.0,983.34,2800.0,Medium,ORD-20260625-H5686,On-Time,Wanhai,Outsource
SUP-001,1053.0,161.0,785.0,648.0,1325.0,2842.0,1206.0,697.0,1.0,2398.0,14388.0,143.88,1500.0,High,ORD-20260625-H5687,On-Time,Gemadept,Internal
SUP-004,476.0,482.0,4160.0,411.0,2562.0,1457.0,1192.0,5757.0,5.0,14135.0,127215.0,1272.15,4500.0,medium,ORD-20260625-H5688,On-Time,O.N.E,Internal
SUP-005,1052.0,948.0,3970.0,27.0,2761.0,2232.0,373.0,304.0,4.0,9857.0,147855.0,1478.55,2800.0,Medium,ORD-20260625-H5689,On-Time,Wanhai,Outsource
SUP-004,253.0,317.0,734.0,632.0,1545.0,1619.0,101.0,3953.0,8.0,13376.0,120384.0,1203.84,4500.0,High,ORD-20260625-H5690,On-Time,ONE,Internal
SUP-009,1185.0,489.0,3662.0,280.0,2667.0,178.0,997.0,5242.0,7.0,13663.0,122967.0,1229.67,2800.0,Medium,ORD-20260625-H5691,On-Time,Wanhai,Internal
SUP-002,374.0,724.0,4211.0,218.0,773.0,1674.0,982.0,4235.0,2.0,6666.0,53328.0,533.28,4500.0,Critical,ORD-20260625-H5692,On-Time,ONE,Outsource
SUP-007,1331.0,882.0,3598.0,617.0,1196.0,2167.0,185.0,5404.0,6.0,13636.0,109088.0,1090.88,4500.0,Medium,ORD-20260625-H5693,On-Time,O.N.E,Internal
SUP-015,999.0,834.0,2355.0,759.0,2492.0,1705.0,1477.0,2047.0,4.0,9425.0,56550.0,565.5,1500.0,high,ORD-20260625-H5694,On-Time,Gemadept,Internal
SUP-011,1000.0,822.0,1204.0,405.0,2922.0,255.0,218.0,3348.0,7.0,3907.0,50791.0,507.91,10000.0,Medium,ORD-20260625-H5695,On-Time,DHL,Internal
SUP-002,1423.0,392.0,2699.0,491.0,2732.0,979.0,566.0,1777.0,9.0,4215.0,50580.0,505.8,2800.0,Critical,ORD-20260625-H5696,On-Time,Wanhai_Inc,Outsource
SUP-013,988.0,487.0,526.0,198.0,1332.0,1573.0,409.0,2772.0,7.0,6714.0,53712.0,537.12,10000.0,Medium,ORD-20260625-H5697,On-Time,DHL,Internal
SUP-005,1006.0,947.0,4903.0,469.0,997.0,127.0,1310.0,1183.0,2.0,1679.0,20148.0,201.48,2800.0,Medium,ORD-20260625-H5698,On-Time,Wanhai,Outsource
SUP-004,943.0,970.0,2906.0,259.0,2062.0,2010.0,117.0,2260.0,8.0,6893.0,96502.0,965.02,1500.0,Critical,ORD-20260625-H5699,Late,Gemadept,Both
SUP-003,484.0,457.0,201.0,543.0,947.0,709.0,1223.0,4829.0,6.0,8770.0,105240.0,1052.4,10000.0,Medium,ORD-20260625-H5700,On-Time,DHL,Outsource
SUP-009,1499.0,863.0,1233.0,834.0,2066.0,1073.0,530.0,4847.0,9.0,14378.0,129402.0,1294.02,4500.0,Medium,ORD-20260625-H5701,On-Time,ONE,both_mills
SUP-001,1353.0,966.0,2681.0,765.0,2872.0,1452.0,1488.0,1699.0,7.0,9161.0,,549.66,1500.0,Medium,ORD-20260625-H5702,Late,Gemadept,both_mills
SUP-010,420.0,739.0,324.0,202.0,2804.0,518.0,270.0,326.0,5.0,14968.0,209552.0,2095.52,4500.0,High,ORD-20260625-H5703,On-Time,O.N.E,Internal
SUP-008,982.0,462.0,1304.0,813.0,2758.0,121.0,310.0,1957.0,8.0,5895.0,76635.0,766.35,4500.0,Medium,ORD-20260625-H5704,On-Time,ONE,Outsource
SUP-015,298.0,475.0,2899.0,377.0,2327.0,360.0,315.0,5308.0,7.0,9599.0,76792.0,767.92,10000.0,High,ORD-20260625-H5705,On-Time,D.H.L,Internal
SUP-011,940.0,267.0,2061.0,395.0,746.0,2207.0,726.0,5118.0,1.0,12234.0,183510.0,1835.1,4500.0,Low,ORD-20260625-H5706,On-Time,ONE,Internal
SUP-012,230.0,161.0,3120.0,960.0,537.0,1536.0,1129.0,5266.0,5.0,3722.0,52108.0,521.08,2800.0,Low,ORD-20260625-H5707,On-Time,Wanhai,Outsource
SUP-008,752.0,421.0,328.0,721.0,1600.0,2310.0,903.0,2469.0,7.0,1095.0,10950.0,109.5,1500.0,Medium,ORD-20260625-H5708,On-Time,Gemadept,Internal
SUP-001,1048.0,915.0,637.0,857.0,2542.0,2501.0,457.0,1814.0,10.0,4636.0,41724.0,417.24,2800.0,Medium,ORD-20260625-H5709,On-Time,Wanhai,Internal
SUP-013,127.0,842.0,2748.0,746.0,1825.0,295.0,518.0,2644.0,7.0,2915.0,32065.0,320.65,1500.0,Medium,ORD-20260625-H5710,Late,Gemadept,outsourced
SUP-009,968.0,241.0,3329.0,789.0,1665.0,1168.0,811.0,298.0,3.0,9078.0,108936.0,1089.36,2800.0,Low,ORD-20260625-H5711,On-Time,Wanhai,Internal
SUP-003,934.0,756.0,1421.0,557.0,2741.0,2772.0,292.0,1706.0,5.0,5004.0,,550.44,1500.0,Medium,ORD-20260625-H5712,On-Time,Gemadept,Internal
SUP-006,385.0,885.0,1101.0,801.0,2204.0,1004.0,563.0,3675.0,8.0,8576.0,120064.0,1200.64,1500.0,Critical,ORD-20260625-H5713,Late,Gemadept,Outsource
SUP-008,99.0,203.0,3368.0,101.0,1843.0,2326.0,1242.0,5554.0,9.0,2620.0,15720.0,157.2,10000.0,High,ORD-20260625-H5714,On-Time,DHL,Internal
SUP-013,134.0,383.0,4686.0,377.0,425.0,424.0,624.0,3457.0,9.0,5045.0,45405.0,454.05,4500.0,Low,ORD-20260625-H5715,On-Time,ONE,Outsource
SUP-004,744.0,836.0,4118.0,204.0,421.0,2517.0,715.0,4574.0,10.0,9598.0,57588.0,575.88,10000.0,high,ORD-20260625-H5716,On-Time,DHL,Internal
SUP-009,53.0,207.0,1267.0,307.0,2330.0,667.0,816.0,575.0,5.0,3102.0,697950.0,465.3,4500.0,Medium,ORD-20260625-H5717,On-Time,ONE,Outsource
SUP-005,1042.0,132.0,226.0,81.0,2382.0,2002.0,1358.0,3674.0,2.0,10222.0,122664.0,1226.64,4500.0,High,ORD-20260625-H5718,On-Time,ONE,Internal
SUP-012,366.0,200.0,747.0,902.0,2766.0,878.0,503.0,435.0,8.0,10476.0,94284.0,942.84,2800.0,Medium,ORD-20260625-H5719,On-Time,Wanhai_Inc,Internal
SUP-011,1184.0,218.0,2868.0,526.0,1309.0,1025.0,237.0,,7.0,2997.0,17982.0,179.82,4500.0,medium,ORD-20260625-H5720,On-Time,ONE,Internal
SUP-014,,921.0,766.0,481.0,365.0,2262.0,754.0,4363.0,4.0,3666.0,21996.0,219.96,4500.0,Critical,ORD-20260625-H5721,On-Time,ONE,Outsource
SUP-012,812.0,89.0,903.0,49.0,941.0,2504.0,1369.0,2180.0,5.0,5806.0,75478.0,754.78,10000.0,medium,ORD-20260625-H5722,On-Time,DHL,Internal
SUP-004,1206.0,617.0,4480.0,928.0,428.0,2262.0,741.0,1399.0,10.0,10159.0,91431.0,914.31,10000.0,High,ORD-20260625-H5723,On-Time,D.H.L,Outsource
SUP-005,661.0,923.0,3340.0,955.0,782.0,1715.0,1455.0,816.0,10.0,8173.0,122595.0,1225.95,10000.0,High,ORD-20260625-H5724,On-Time,DHL,Internal
SUP-009,1054.0,504.0,1790.0,50.0,2171.0,1949.0,1416.0,2153.0,2.0,11107.0,88856.0,888.56,4500.0,Low,ORD-20260625-H5725,On-Time,ONE,Outsource
SUP-013,963.0,418.0,4894.0,312.0,1384.0,2945.0,651.0,5838.0,9.0,13132.0,183848.0,1838.48,4500.0,Low,ORD-20260625-H5726,On-Time,ONE,Internal
SUP-007,848.0,941.0,1005.0,192.0,1478.0,2043.0,1296.0,1017.0,6.0,10723.0,75061.0,750.61,10000.0,Low,ORD-20260625-H5727,On-Time,DHL,Internal
SUP-010,168.0,570.0,3991.0,633.0,2343.0,2470.0,384.0,252.0,9.0,5976.0,,597.6,1500.0,medium,ORD-20260625-H5728,Late,Gemadept,Outsource
SUP-013,,662.0,1557.0,147.0,2758.0,141.0,506.0,3229.0,8.0,10467.0,73269.0,732.69,2800.0,Medium,ORD-20260625-H5729,Late,Wanhai,Outsource
SUP-005,966.0,972.0,3425.0,105.0,2011.0,1583.0,787.0,5648.0,1.0,11637.0,93096.0,930.96,4500.0,Critical,ORD-20260625-H5730,On-Time,ONE,Outsource
SUP-015,,29.0,3818.0,334.0,1456.0,673.0,386.0,5586.0,9.0,2548.0,25480.0,254.8,2800.0,Medium,ORD-20260625-H5731,On-Time,Wanhai,Internal
SUP-001,591.0,22.0,2326.0,47.0,2760.0,1920.0,404.0,5011.0,9.0,3021.0,21147.0,211.47,1500.0,Critical,ORD-20260625-H5732,Late,Gemadept,Outsource
